"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"211.72.242.120","3462","","","apt"
"acer.gotdns.com","","","c2 | 僵尸木马主控端","apt | reputation | c2"
"antivirsscan.strangled.net","","","僵尸木马主控端","apt | reputation | c2"
"appinfo.fairuse.org","","","僵尸木马主控端","apt | reputation | c2"
"appinfo.xpresit.net","","","僵尸木马主控端","apt | reputation | c2"
"apt-scans.microsoftmse.com","","","","apt"
"babystats.dnset.com","","","僵尸木马主控端","apt | reputation | c2"
"bfyl.pixarworks.com","","","僵尸木马主控端","apt | reputation | c2"
"blogtw.tk","","","僵尸木马主控端","apt | reputation | c2"
"carcolors.effers.com","","","malware | 僵尸木马主控端","apt | reputation | c2"
"carsails.allowed.org","","","僵尸木马主控端","apt | reputation | c2"
"chtd.microsoftmse.com","","","僵尸木马主控端","apt | reputation | c2"
"conderpay.etowns.net","","","僵尸木马主控端","apt | reputation | c2"
"csbc.itaiwans.com","","","僵尸木马主控端","apt | reputation | c2"
"dcns.soniceducation.com","","","僵尸木马主控端","apt | reputation | c2"
"docsedit.cleansite.us","","","僵尸木马主控端","apt | reputation | c2"
"dvr.narllab.com","","","僵尸木马主控端","apt | reputation | c2"
"dy.skypetw.com","","","僵尸木马主控端","apt | reputation | c2"
"ediary.ezua.com","","","僵尸木马主控端","apt | reputation | c2"
"emailcrypt.mobwork.net","","","僵尸木马主控端","apt | reputation | c2"
"emailgov.mobwork.net","","","僵尸木马主控端","apt | reputation | c2"
"epayplus.flnet.org","","","僵尸木马主控端","apt | reputation | c2"
"facebook.itsaol.com","","","僵尸木马主控端","apt | reputation | c2"
"faq.narllab.com","","","僵尸木马主控端","apt | reputation | c2"
"fatgirls.fatdiary.org","","","malware | 僵尸木马主控端","apt | reputation | c2"
"flajp.yahoomit.com","","","僵尸木马主控端","apt | reputation | c2"
"foodinfo.serverpit.com","","","僵尸木马主控端","apt | reputation | c2"
"forest.itaiwans.com","","","僵尸木马主控端","apt | reputation | c2"
"ftpfr.narllab.com","","","僵尸木马主控端","apt | reputation | c2"
"futnsdike.xxuz.com","","","僵尸木马主控端","apt | reputation | c2"
"gmail.faceboktw.com","","","僵尸木马主控端","apt | reputation | c2"
"httpstw.tk","","","僵尸木马主控端","apt | reputation | c2"
"iavrias.playop.net","","","僵尸木马主控端","apt | reputation | c2"
"icst.ygto.com","","","僵尸木马主控端","apt | reputation | c2"
"idropx.serverpit.com","","","僵尸木马主控端","apt | reputation | c2"
"iebay.serverpit.com","","","僵尸木马主控端","apt | reputation | c2"
"imusic.getce.com","","","僵尸木马主控端","apt | reputation | c2"
"inewdays.csproject.org","","","c2 | malware | 僵尸木马主控端","apt | reputation | c2"
"ins.microsoftmse.com","","","僵尸木马主控端","apt | reputation | c2"
"ipcheck.ignorelist.com","","","僵尸木马主控端","apt | reputation | c2"
"iphone7.pwnz.org","","","僵尸木马主控端","apt | reputation | c2"
"iphone7s.effers.com","","","僵尸木马主控端","apt | reputation | c2"
"iphone7s.homenet.org","","","僵尸木马主控端","apt | reputation | c2"
"ipserver.suroot.com","","","僵尸木马主控端","apt | reputation | c2"
"itaiwans.com","","","僵尸木马主控端","apt | reputation | c2"
"jeff.jetos.com","","","僵尸木马主控端","apt | reputation | c2"
"job.jobical.com","","","僵尸木马主控端","apt | reputation | c2"
"linuxhome.jkub.com","","","僵尸木马主控端","apt | reputation | c2"
"login.narllab.com","","","僵尸木马主控端","apt | reputation | c2"
"longdays.csproject.org","","","c2 | malware | 僵尸木马主控端","apt | reputation | c2"
"loop.microsoftmse.com","","","僵尸木马主控端","apt | reputation | c2"
"mathethic.ezua.com","","","僵尸木马主控端","apt | reputation | c2"
"menu.skypetw.com","","","僵尸木马主控端","apt | reputation | c2"
"microsfot.ikwb.com","","","malware | 僵尸木马主控端","apt | reputation | c2"
"microsoft.myddns.com","","","僵尸木马主控端","apt | reputation | c2"
"microsoftmse.com","","","僵尸木马主控端","apt | reputation | c2"
"mirdc.happyforever.com","","","僵尸木马主控端","apt | reputation | c2"
"mitacbbs.etowns.net","","","僵尸木马主控端","apt | reputation | c2"
"momego.wesogo.com","","","僵尸木马主控端","apt | reputation | c2"
"mozila.strangled.net","","","僵尸木马主控端","apt | reputation | c2"
"mus.yahoomit.com","","","僵尸木马主控端","apt | reputation | c2"
"norton.faceboktw.com","","","僵尸木马主控端","apt | reputation | c2"
"ntt.capital-db.com","","","","apt"
