"情报数据","ASN","恶意软件家族","攻击行为","威胁情报"
"1drv.ms.web-line.work","","","","apt"
"account.googlie.com.doc-view.work","","","","apt"
"accounts.live.com.member-service.work","","","","apt"
"accounts.lives.com.check-up.work","","","","apt"
"accounts.msn.com.check-up.work","","","","apt"
"accounts.msn.com.member-service.work","","","","apt"
"accounts.ocn-setting.app-support.work","","","","apt"
"accounts.outlookes.check-up.work","","","","apt"
"accounts.outlooks.check-up.work","","","","apt"
"accounts.outlooks.com.member-service.work","","","","apt"
"alone-service.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"app-support.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"ccounts.outlooks.com.member-service.work","","","","apt"
"check-up.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"com-main.work","","","malware | phishing | 僵尸木马主控端 | ","apt | reputation | c2"
"crsreports.congress.doc-view.work","","","","apt"
"david.gizmodo.com.doc-view.work","","","","apt"
"delegate.int.doc-view.work","","","","apt"
"doc-view.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"drive.google.doc-view.work","","","","apt"
"drive.storage.com.doc-view.work","","","","apt"
"drive.storage.com.web-line.work","","","","apt"
"drive.storage.login-confirm.work","","","","apt"
"drives.google.doc-view.work","","","","apt"
"edit-accounts.ntt-ocn.alone-service.work","","","","apt"
"edit.accounts.member-service.work","","","malware | phishing | ","apt | reputation"
"hostingemail.digitalspace.web-line.work","","","","apt"
"hostmaster.doc-view.work","","","","apt"
"lh.yahoojp.check-up.work","","","","apt"
"login-accounts.view.app-support.work","","","","apt"
"login-accounts.yahoojp.minner.work","","","","apt"
"login-accounts.yaoojp.minner.work","","","","apt"
"login-confirm.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"login-history.doc-view.work","","","","apt"
"login-onedrive.doc-view.work","","","","apt"
"login.live.com-main.work","","","","apt"
"login.live.doc-view.work","","","","apt"
"login.live.web-line.work","","","","apt"
"login.onedrive-storage.doc-view.work","","","","apt"
"login.outlook.doc-view.work","","","","apt"
"login.outlook.short-line.work","","","","apt"
"login.yahoo-sec.doc-view.work","","","","apt"
"login.yahoo.app-support.work","","","","apt"
"login.yahoo.doc-view.work","","","","apt"
"login.yalnoo-sec.doc-view.work","","","","apt"
"login.ymail.com-main.work","","","","apt"
"login.ymail.doc-view.work","","","","apt"
"loing-accounts.view.app-support.work","","","","apt"
"maii.ocn-accounts.member-service.work","","","","apt"
"mail.doc-view.work","","","","apt"
"mail.fed.be.web-line.work","","","","apt"
"mail.mofa.go.kr.sub-state.work","","","","apt"
"mail.mofa.gov.doc-view.work","","","","apt"
"mail.mofa.gov.web-line.work","","","","apt"
"mail.ocn-accounts.check-up.work","","","","apt"
"mail.ocn-accounts.member-service.work","","","","apt"
"mail.preview.doc-view.work","","","","apt"
"mail.sec.doc-view.work","","","","apt"
"mail.view.doc-view.work","","","","apt"
"mail.xmailgateway.doc-view.work","","","","apt"
"mail.xmailgateway.web-line.work","","","","apt"
"member-service.work","","","malware | phishing | 僵尸木马主控端 | ","apt | reputation | c2"
"minner.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"myaccount.google-monitor.app-support.work","","","","apt"
"myaccount.google.doc-view.work","","","","apt"
"myaccount.protect.doc-view.work","","","","apt"
"myaccount.setting.doc-view.work","","","","apt"
"myaccounts.google-set.app-support.work","","","","apt"
"mzv.sk.doc-view.work","","","","apt"
"one-drive.storage.doc-view.work","","","","apt"
"onedrive.com.doc-view.work","","","","apt"
"portalis.diplomatie.gouv.doc-view.work","","","","apt"
"portalis.diplomatie.gouv.fr.doc-view.work","","","","apt"
"portalis.diplomatie.gouv.web-line.work","","","","apt"
"rive.storage.com.doc-view.work","","","","apt"
"rusi.org.doc-view.work","","","","apt"
"securemail.stanford.doc-view.work","","","","apt"
"share.doc.login-confirm.work","","","","apt"
"short-line.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"sub-state.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"ubmail.dirco.gov.doc-view.work","","","","apt"
"ubmail.dirco.gov.web-line.work","","","","apt"
"vip-sina.com.cn.app-support.work","","","","apt"
"web-line.work","","","僵尸木马主控端 | ","apt | reputation | c2"
"www.str8-creative.com.doc-view.work","","","","apt"
"dragon1988@mail.com","","","","apt"
"okonoki_masao@yahoo.co.jp","","","","apt"
"ringken1983@gmail.com","","","","apt"
